backend,threads,steps,elapsed_sec,mean_latency_ms,forward_sec,sample_sec,tokens_per_sec,peak_rss_mb,memory_bytes
avx2,8,2,24.043096,12021.55,21.676088,0.010365,0.083184,1846.14,1611707904
