backend,threads,steps,elapsed_sec,mean_latency_ms,forward_sec,sample_sec,tokens_per_sec,peak_rss_mb,memory_bytes
avx2,4,2,33.466330,16733.17,31.139165,0.009886,0.059762,1846.08,1611707904
